Speaker,Initials,Order,Season,Episode,SeriesNumber,EpisodeCount,EpisodeTotal,EpisodePct
Meredith,MP,12,8,16,155,0,278,0
Meredith,MP,12,8,17,156,3,226,0.013274336
Meredith,MP,12,8,18,157,1,246,0.004065041
Meredith,MP,12,8,19,158,2,238,0.008403361
Meredith,MP,12,8,20,159,1,250,0.004
Meredith,MP,12,8,21,160,1,289,0.003460208
Meredith,MP,12,8,22,161,2,213,0.009389671
Meredith,MP,12,8,23,162,0,239,0
Meredith,MP,12,8,24,163,2,241,0.008298755
Meredith,MP,12,9,1,164,2,220,0.009090909
Meredith,MP,12,9,2,165,1,293,0.003412969
Meredith,MP,12,9,3,166,1,242,0.004132231
Meredith,MP,12,9,4,167,7,302,0.023178808
Meredith,MP,12,9,5,168,5,240,0.020833333
Meredith,MP,12,9,6,169,3,255,0.011764706
Meredith,MP,12,9,7,170,4,263,0.015209125
Meredith,MP,12,9,8,171,8,282,0.028368794
Meredith,MP,12,9,9,172,5,287,0.017421603
Meredith,MP,12,9,10,173,22,225,0.097777778
Meredith,MP,12,9,11,174,6,228,0.026315789
Meredith,MP,12,9,12,175,2,249,0.008032129
Meredith,MP,12,9,13,176,5,210,0.023809524
Meredith,MP,12,9,14,177,1,221,0.004524887
Meredith,MP,12,9,15,178,2,235,0.008510638
Meredith,MP,12,9,16,179,7,423,0.016548463
Meredith,MP,12,9,17,180,3,142,0.021126761
Meredith,MP,12,9,18,181,3,270,0.011111111
Meredith,MP,12,9,19,182,2,246,0.008130081
Meredith,MP,12,9,20,183,0,195,0
Meredith,MP,12,9,21,184,1,333,0.003003003
Meredith,MP,12,9,22,185,9,444,0.02027027
Meredith,MP,12,9,23,186,15,432,0.034722222
Angela,AM,13,1,1,1,5,262,0.019083969
Angela,AM,13,1,2,2,4,245,0.016326531
Angela,AM,13,1,3,3,5,313,0.015974441
Angela,AM,13,1,4,4,9,354,0.025423729
Angela,AM,13,1,5,5,6,285,0.021052632
Angela,AM,13,1,6,6,3,360,0.008333333
Angela,AM,13,2,1,7,4,381,0.010498688
Angela,AM,13,2,2,8,4,289,0.01384083
Angela,AM,13,2,3,9,8,375,0.021333333
Angela,AM,13,2,4,10,18,370,0.048648649
Angela,AM,13,2,5,11,14,325,0.043076923
Angela,AM,13,2,6,12,6,310,0.019354839
Angela,AM,13,2,7,13,1,285,0.003508772
Angela,AM,13,2,8,14,5,401,0.012468828
Angela,AM,13,2,9,15,14,344,0.040697674
Angela,AM,13,2,10,16,10,337,0.029673591
Angela,AM,13,2,11,17,2,286,0.006993007
Angela,AM,13,2,12,18,6,385,0.015584416
Angela,AM,13,2,13,19,5,299,0.016722408
Angela,AM,13,2,14,20,4,324,0.012345679
Angela,AM,13,2,15,21,5,298,0.016778523
Angela,AM,13,2,16,22,4,203,0.019704433
Angela,AM,13,2,17,23,4,252,0.015873016
Angela,AM,13,2,18,24,10,245,0.040816327
Angela,AM,13,2,19,25,13,262,0.049618321
Angela,AM,13,2,20,26,8,277,0.028880866
Angela,AM,13,2,21,27,12,286,0.041958042
Angela,AM,13,2,22,28,5,367,0.013623978
Angela,AM,13,3,1,29,4,171,0.023391813
Angela,AM,13,3,2,30,10,288,0.034722222
Angela,AM,13,3,3,31,13,275,0.047272727
Angela,AM,13,3,4,32,7,290,0.024137931
Angela,AM,13,3,5,33,4,292,0.01369863
Angela,AM,13,3,6,34,10,237,0.042194093
Angela,AM,13,3,7,35,7,240,0.029166667
Angela,AM,13,3,8,36,7,514,0.013618677
Angela,AM,13,3,9,37,10,165,0.060606061
Angela,AM,13,3,10,38,51,468,0.108974359
Angela,AM,13,3,11,39,7,303,0.02310231
Angela,AM,13,3,12,40,17,228,0.074561404
Angela,AM,13,3,13,41,14,190,0.073684211
Angela,AM,13,3,14,42,5,188,0.026595745
Angela,AM,13,3,15,43,3,152,0.019736842
Angela,AM,13,3,16,44,5,220,0.022727273
Angela,AM,13,3,17,45,3,283,0.010600707
Angela,AM,13,3,18,46,11,339,0.032448378
Angela,AM,13,3,19,47,5,360,0.013888889
Angela,AM,13,3,20,48,25,345,0.072463768
Angela,AM,13,3,21,49,11,306,0.035947712
Angela,AM,13,3,22,50,8,339,0.02359882
Angela,AM,13,3,23,51,6,449,0.013363029
Angela,AM,13,4,1,52,50,540,0.092592593
Angela,AM,13,4,2,53,23,585,0.039316239
Angela,AM,13,4,3,54,52,552,0.094202899
Angela,AM,13,4,4,55,10,505,0.01980198
Angela,AM,13,4,5,56,2,258,0.007751938
Angela,AM,13,4,6,57,1,294,0.003401361
Angela,AM,13,4,7,58,7,273,0.025641026
Angela,AM,13,4,8,59,1,251,0.003984064
Angela,AM,13,4,9,60,14,316,0.044303797
Angela,AM,13,4,10,61,4,254,0.015748031
Angela,AM,13,4,11,62,5,335,0.014925373
Angela,AM,13,4,12,63,3,308,0.00974026
Angela,AM,13,4,13,64,5,191,0.02617801
Angela,AM,13,4,14,65,17,607,0.02800659
Angela,AM,13,5,1,66,26,551,0.047186933
Angela,AM,13,5,2,67,2,256,0.0078125
Angela,AM,13,5,3,68,16,311,0.051446945
Angela,AM,13,5,4,69,8,290,0.027586207
Angela,AM,13,5,5,70,8,430,0.018604651
Angela,AM,13,5,6,71,6,400,0.015
Angela,AM,13,5,7,72,10,287,0.034843206
Angela,AM,13,5,8,73,2,262,0.007633588
Angela,AM,13,5,9,74,23,304,0.075657895
Angela,AM,13,5,10,75,12,234,0.051282051
Angela,AM,13,5,11,76,22,281,0.078291815
Angela,AM,13,5,12,77,3,223,0.013452915
Angela,AM,13,5,13,78,16,374,0.042780749
Angela,AM,13,5,14,79,0,200,0
Angela,AM,13,5,15,80,19,236,0.080508475
Angela,AM,13,5,16,81,4,250,0.016
Angela,AM,13,5,17,82,0,282,0
Angela,AM,13,5,18,83,8,206,0.038834951
Angela,AM,13,5,19,84,7,231,0.03030303
Angela,AM,13,5,20,85,3,244,0.012295082
Angela,AM,13,5,21,86,0,232,0
Angela,AM,13,5,22,87,0,274,0
Angela,AM,13,5,23,88,2,199,0.010050251
Angela,AM,13,5,24,89,5,319,0.015673981
Angela,AM,13,5,25,90,17,276,0.061594203
Angela,AM,13,5,26,91,3,218,0.013761468
Angela,AM,13,6,1,92,5,313,0.015974441
Angela,AM,13,6,2,93,3,231,0.012987013
Angela,AM,13,6,3,94,5,297,0.016835017
Angela,AM,13,6,4,95,12,481,0.024948025
Angela,AM,13,6,5,96,0,306,0
Angela,AM,13,6,6,97,5,314,0.015923567
Angela,AM,13,6,7,98,10,305,0.032786885
Angela,AM,13,6,8,99,2,328,0.006097561
Angela,AM,13,6,9,100,6,239,0.025104603
Angela,AM,13,6,10,101,0,218,0
Angela,AM,13,6,11,102,3,224,0.013392857
Angela,AM,13,6,12,103,6,302,0.01986755
Angela,AM,13,6,13,104,2,91,0.021978022
Angela,AM,13,6,14,105,2,195,0.01025641
Angela,AM,13,6,15,106,1,249,0.004016064
Angela,AM,13,6,16,107,19,574,0.033101045
Angela,AM,13,6,17,108,3,202,0.014851485
Angela,AM,13,6,18,109,6,280,0.021428571
Angela,AM,13,6,19,110,17,295,0.057627119
Angela,AM,13,6,20,111,5,260,0.019230769
Angela,AM,13,6,21,112,3,286,0.01048951
Angela,AM,13,6,22,113,0,267,0
Angela,AM,13,6,23,114,18,297,0.060606061
Angela,AM,13,6,24,115,4,184,0.02173913
Angela,AM,13,7,1,116,3,211,0.014218009
Angela,AM,13,7,2,117,4,252,0.015873016
Angela,AM,13,7,3,118,16,203,0.078817734
Angela,AM,13,7,4,119,2,274,0.00729927
Angela,AM,13,7,5,120,2,341,0.005865103
Angela,AM,13,7,6,121,5,250,0.02
Angela,AM,13,7,7,122,8,236,0.033898305
Angela,AM,13,7,8,123,9,268,0.03358209
Angela,AM,13,7,9,124,20,273,0.073260073
Angela,AM,13,7,10,125,3,289,0.010380623
Angela,AM,13,7,11,126,26,552,0.047101449
Angela,AM,13,7,12,127,7,307,0.022801303
Angela,AM,13,7,13,128,0,249,0
Angela,AM,13,7,14,129,1,282,0.003546099
Angela,AM,13,7,15,130,9,350,0.025714286
Angela,AM,13,7,16,131,0,70,0
Angela,AM,13,7,17,132,1,271,0.003690037
Angela,AM,13,7,18,133,1,288,0.003472222
Angela,AM,13,7,19,134,4,160,0.025
Angela,AM,13,7,20,135,2,195,0.01025641
Angela,AM,13,7,21,136,12,298,0.040268456
Angela,AM,13,7,22,137,4,166,0.024096386
Angela,AM,13,7,23,138,12,239,0.050209205
Angela,AM,13,7,24,139,11,435,0.025287356
Angela,AM,13,8,1,140,7,270,0.025925926
Angela,AM,13,8,2,141,14,306,0.045751634
Angela,AM,13,8,3,142,3,308,0.00974026
Angela,AM,13,8,4,143,13,230,0.056521739
Angela,AM,13,8,5,144,5,270,0.018518519
Angela,AM,13,8,6,145,7,312,0.022435897
Angela,AM,13,8,7,146,0,300,0
Angela,AM,13,8,8,147,1,266,0.003759398
Angela,AM,13,8,9,148,2,248,0.008064516
Angela,AM,13,8,10,149,2,313,0.006389776
Angela,AM,13,8,11,150,2,224,0.008928571
Angela,AM,13,8,12,151,5,285,0.01754386
Angela,AM,13,8,13,152,31,342,0.090643275
Angela,AM,13,8,14,153,8,260,0.030769231
Angela,AM,13,8,15,154,0,211,0
Angela,AM,13,8,16,155,12,278,0.043165468
Angela,AM,13,8,17,156,9,226,0.039823009
Angela,AM,13,8,18,157,3,246,0.012195122
Angela,AM,13,8,19,158,1,238,0.004201681
Angela,AM,13,8,20,159,8,250,0.032
Angela,AM,13,8,21,160,7,289,0.024221453
Angela,AM,13,8,22,161,4,213,0.018779343
Angela,AM,13,8,23,162,3,239,0.012552301
Angela,AM,13,8,24,163,20,241,0.082987552
Angela,AM,13,9,1,164,16,220,0.072727273
Angela,AM,13,9,2,165,7,293,0.023890785
Angela,AM,13,9,3,166,2,242,0.008264463
Angela,AM,13,9,4,167,5,302,0.016556291
Angela,AM,13,9,5,168,6,240,0.025
Angela,AM,13,9,6,169,12,255,0.047058824
Angela,AM,13,9,7,170,21,263,0.079847909
Angela,AM,13,9,8,171,52,282,0.184397163
Angela,AM,13,9,9,172,11,287,0.038327526
Angela,AM,13,9,10,173,16,225,0.071111111
Angela,AM,13,9,11,174,13,228,0.057017544
Angela,AM,13,9,12,175,6,249,0.024096386
Angela,AM,13,9,13,176,1,210,0.004761905
Angela,AM,13,9,14,177,15,221,0.067873303
Angela,AM,13,9,15,178,4,235,0.017021277
Angela,AM,13,9,16,179,42,423,0.09929078
Angela,AM,13,9,17,180,8,142,0.056338028
Angela,AM,13,9,18,181,33,270,0.122222222
Angela,AM,13,9,19,182,4,246,0.016260163
Angela,AM,13,9,20,183,16,195,0.082051282
Angela,AM,13,9,21,184,30,333,0.09009009
Angela,AM,13,9,22,185,41,444,0.092342342
Angela,AM,13,9,23,186,23,432,0.053240741
Oscar,OM,14,1,1,1,6,262,0.022900763
Oscar,OM,14,1,2,2,13,245,0.053061224
Oscar,OM,14,1,3,3,16,313,0.051118211
Oscar,OM,14,1,4,4,20,354,0.056497175
Oscar,OM,14,1,5,5,2,285,0.007017544
Oscar,OM,14,1,6,6,1,360,0.002777778
Oscar,OM,14,2,1,7,4,381,0.010498688
Oscar,OM,14,2,2,8,1,289,0.003460208
Oscar,OM,14,2,3,9,13,375,0.034666667
Oscar,OM,14,2,4,10,4,370,0.010810811
Oscar,OM,14,2,5,11,7,325,0.021538462
Oscar,OM,14,2,6,12,2,310,0.006451613
Oscar,OM,14,2,7,13,5,285,0.01754386
Oscar,OM,14,2,8,14,5,401,0.012468828
Oscar,OM,14,2,9,15,6,344,0.01744186
Oscar,OM,14,2,10,16,21,337,0.06231454
Oscar,OM,14,2,11,17,4,286,0.013986014
Oscar,OM,14,2,12,18,4,385,0.01038961
Oscar,OM,14,2,13,19,9,299,0.030100334
Oscar,OM,14,2,14,20,5,324,0.015432099
Oscar,OM,14,2,15,21,0,298,0
Oscar,OM,14,2,16,22,5,203,0.024630542
Oscar,OM,14,2,17,23,3,252,0.011904762
Oscar,OM,14,2,18,24,4,245,0.016326531
Oscar,OM,14,2,19,25,7,262,0.026717557
Oscar,OM,14,2,20,26,8,277,0.028880866
Oscar,OM,14,2,21,27,9,286,0.031468531
Oscar,OM,14,2,22,28,5,367,0.013623978
Oscar,OM,14,3,1,29,17,171,0.099415205
Oscar,OM,14,3,2,30,0,288,0
Oscar,OM,14,3,3,31,0,275,0
Oscar,OM,14,3,4,32,0,290,0
Oscar,OM,14,3,5,33,0,292,0
Oscar,OM,14,3,6,34,0,237,0
Oscar,OM,14,3,7,35,0,240,0
Oscar,OM,14,3,8,36,0,514,0
Oscar,OM,14,3,9,37,0,165,0
Oscar,OM,14,3,10,38,1,468,0.002136752
Oscar,OM,14,3,11,39,0,303,0
Oscar,OM,14,3,12,40,0,228,0
Oscar,OM,14,3,13,41,11,190,0.057894737
Oscar,OM,14,3,14,42,0,188,0
Oscar,OM,14,3,15,43,0,152,0
Oscar,OM,14,3,16,44,9,220,0.040909091
Oscar,OM,14,3,17,45,1,283,0.003533569
Oscar,OM,14,3,18,46,4,339,0.01179941
Oscar,OM,14,3,19,47,3,360,0.008333333
Oscar,OM,14,3,20,48,9,345,0.026086957
Oscar,OM,14,3,21,49,0,306,0
Oscar,OM,14,3,22,50,5,339,0.014749263
Oscar,OM,14,3,23,51,12,449,0.026726058
Oscar,OM,14,4,1,52,14,540,0.025925926
Oscar,OM,14,4,2,53,8,585,0.013675214
Oscar,OM,14,4,3,54,12,552,0.02173913
Oscar,OM,14,4,4,55,33,505,0.065346535
Oscar,OM,14,4,5,56,1,258,0.003875969
Oscar,OM,14,4,6,57,12,294,0.040816327
Oscar,OM,14,4,7,58,7,273,0.025641026
Oscar,OM,14,4,8,59,4,251,0.015936255
Oscar,OM,14,4,9,60,0,316,0
Oscar,OM,14,4,10,61,2,254,0.007874016
Oscar,OM,14,4,11,62,8,335,0.023880597
Oscar,OM,14,4,12,63,2,308,0.006493506
Oscar,OM,14,4,13,64,5,191,0.02617801
Oscar,OM,14,4,14,65,4,607,0.006589786
Oscar,OM,14,5,1,66,24,551,0.043557169
Oscar,OM,14,5,2,67,7,256,0.02734375
Oscar,OM,14,5,3,68,4,311,0.012861736
Oscar,OM,14,5,4,69,5,290,0.017241379
Oscar,OM,14,5,5,70,6,430,0.013953488
Oscar,OM,14,5,6,71,0,400,0
Oscar,OM,14,5,7,72,38,287,0.132404181
Oscar,OM,14,5,8,73,3,262,0.011450382
Oscar,OM,14,5,9,74,31,304,0.101973684
Oscar,OM,14,5,10,75,5,234,0.021367521
Oscar,OM,14,5,11,76,10,281,0.035587189
Oscar,OM,14,5,12,77,3,223,0.013452915
Oscar,OM,14,5,13,78,11,374,0.029411765
Oscar,OM,14,5,14,79,1,200,0.005
Oscar,OM,14,5,15,80,13,236,0.055084746
Oscar,OM,14,5,16,81,14,250,0.056
Oscar,OM,14,5,17,82,7,282,0.024822695
Oscar,OM,14,5,18,83,3,206,0.014563107
Oscar,OM,14,5,19,84,12,231,0.051948052
Oscar,OM,14,5,20,85,1,244,0.004098361
Oscar,OM,14,5,21,86,5,232,0.021551724
Oscar,OM,14,5,22,87,0,274,0
Oscar,OM,14,5,23,88,0,199,0
Oscar,OM,14,5,24,89,5,319,0.015673981
Oscar,OM,14,5,25,90,6,276,0.02173913
Oscar,OM,14,5,26,91,2,218,0.009174312
Oscar,OM,14,6,1,92,10,313,0.031948882
Oscar,OM,14,6,2,93,7,231,0.03030303
Oscar,OM,14,6,3,94,12,297,0.04040404
Oscar,OM,14,6,4,95,9,481,0.018711019
Oscar,OM,14,6,5,96,18,306,0.058823529
Oscar,OM,14,6,6,97,6,314,0.01910828
Oscar,OM,14,6,7,98,11,305,0.036065574
Oscar,OM,14,6,8,99,3,328,0.009146341
Oscar,OM,14,6,9,100,8,239,0.033472803
Oscar,OM,14,6,10,101,18,218,0.082568807
Oscar,OM,14,6,11,102,2,224,0.008928571
Oscar,OM,14,6,12,103,13,302,0.043046358
Oscar,OM,14,6,13,104,0,91,0
Oscar,OM,14,6,14,105,5,195,0.025641026
Oscar,OM,14,6,15,106,6,249,0.024096386
Oscar,OM,14,6,16,107,3,574,0.005226481
Oscar,OM,14,6,17,108,5,202,0.024752475
Oscar,OM,14,6,18,109,1,280,0.003571429
Oscar,OM,14,6,19,110,20,295,0.06779661
Oscar,OM,14,6,20,111,7,260,0.026923077
Oscar,OM,14,6,21,112,9,286,0.031468531
Oscar,OM,14,6,22,113,1,267,0.003745318
Oscar,OM,14,6,23,114,3,297,0.01010101
Oscar,OM,14,6,24,115,2,184,0.010869565
Oscar,OM,14,7,1,116,8,211,0.037914692
Oscar,OM,14,7,2,117,7,252,0.027777778
Oscar,OM,14,7,3,118,1,203,0.004926108
Oscar,OM,14,7,4,119,7,274,0.025547445
Oscar,OM,14,7,5,120,16,341,0.046920821
Oscar,OM,14,7,6,121,8,250,0.032
Oscar,OM,14,7,7,122,2,236,0.008474576
Oscar,OM,14,7,8,123,7,268,0.026119403
Oscar,OM,14,7,9,124,5,273,0.018315018
Oscar,OM,14,7,10,125,25,289,0.08650519
Oscar,OM,14,7,11,126,12,552,0.02173913
Oscar,OM,14,7,12,127,3,307,0.009771987
Oscar,OM,14,7,13,128,14,249,0.0562249
Oscar,OM,14,7,14,129,12,282,0.042553191
Oscar,OM,14,7,15,130,17,350,0.048571429
Oscar,OM,14,7,16,131,0,70,0
Oscar,OM,14,7,17,132,1,271,0.003690037
Oscar,OM,14,7,18,133,7,288,0.024305556
Oscar,OM,14,7,19,134,5,160,0.03125
Oscar,OM,14,7,20,135,6,195,0.030769231
Oscar,OM,14,7,21,136,6,298,0.020134228
Oscar,OM,14,7,22,137,2,166,0.012048193
Oscar,OM,14,7,23,138,5,239,0.020920502
Oscar,OM,14,7,24,139,22,435,0.050574713
Oscar,OM,14,8,1,140,8,270,0.02962963
Oscar,OM,14,8,2,141,7,306,0.022875817
Oscar,OM,14,8,3,142,18,308,0.058441558
Oscar,OM,14,8,4,143,10,230,0.043478261
Oscar,OM,14,8,5,144,10,270,0.037037037
Oscar,OM,14,8,6,145,11,312,0.03525641
Oscar,OM,14,8,7,146,4,300,0.013333333
Oscar,OM,14,8,8,147,20,266,0.07518797
Oscar,OM,14,8,9,148,13,248,0.052419355
Oscar,OM,14,8,10,149,9,313,0.028753994
Oscar,OM,14,8,11,150,22,224,0.098214286
Oscar,OM,14,8,12,151,12,285,0.042105263
Oscar,OM,14,8,13,152,24,342,0.070175439
Oscar,OM,14,8,14,153,4,260,0.015384615
Oscar,OM,14,8,15,154,1,211,0.004739336
Oscar,OM,14,8,16,155,10,278,0.035971223
Oscar,OM,14,8,17,156,6,226,0.026548673
Oscar,OM,14,8,18,157,4,246,0.016260163
Oscar,OM,14,8,19,158,1,238,0.004201681
Oscar,OM,14,8,20,159,11,250,0.044
Oscar,OM,14,8,21,160,7,289,0.024221453
Oscar,OM,14,8,22,161,16,213,0.075117371
Oscar,OM,14,8,23,162,1,239,0.0041841
Oscar,OM,14,8,24,163,11,241,0.045643154
Oscar,OM,14,9,1,164,9,220,0.040909091
Oscar,OM,14,9,2,165,5,293,0.017064846
Oscar,OM,14,9,3,166,7,242,0.02892562
Oscar,OM,14,9,4,167,13,302,0.043046358
Oscar,OM,14,9,5,168,3,240,0.0125
Oscar,OM,14,9,6,169,27,255,0.105882353
Oscar,OM,14,9,7,170,21,263,0.079847909
Oscar,OM,14,9,8,171,22,282,0.078014184
Oscar,OM,14,9,9,172,7,287,0.024390244
Oscar,OM,14,9,10,173,10,225,0.044444444
Oscar,OM,14,9,11,174,19,228,0.083333333
Oscar,OM,14,9,12,175,8,249,0.032128514
Oscar,OM,14,9,13,176,2,210,0.00952381
Oscar,OM,14,9,14,177,12,221,0.054298643
Oscar,OM,14,9,15,178,7,235,0.029787234
Oscar,OM,14,9,16,179,9,423,0.021276596
Oscar,OM,14,9,17,180,11,142,0.077464789
Oscar,OM,14,9,18,181,30,270,0.111111111
Oscar,OM,14,9,19,182,7,246,0.028455285
Oscar,OM,14,9,20,183,2,195,0.01025641
Oscar,OM,14,9,21,184,19,333,0.057057057
Oscar,OM,14,9,22,185,30,444,0.067567568
Oscar,OM,14,9,23,186,18,432,0.041666667
Phyllis,PL,15,1,1,1,2,262,0.007633588
Phyllis,PL,15,1,2,2,0,245,0
Phyllis,PL,15,1,3,3,0,313,0
Phyllis,PL,15,1,4,4,5,354,0.014124294
Phyllis,PL,15,1,5,5,4,285,0.014035088
Phyllis,PL,15,1,6,6,0,360,0
Phyllis,PL,15,2,1,7,23,381,0.060367454
Phyllis,PL,15,2,2,8,6,289,0.020761246
Phyllis,PL,15,2,3,9,4,375,0.010666667
Phyllis,PL,15,2,4,10,6,370,0.016216216
Phyllis,PL,15,2,5,11,5,325,0.015384615
Phyllis,PL,15,2,6,12,0,310,0
Phyllis,PL,15,2,7,13,6,285,0.021052632
Phyllis,PL,15,2,8,14,1,401,0.002493766
Phyllis,PL,15,2,9,15,7,344,0.020348837
Phyllis,PL,15,2,10,16,9,337,0.026706231
Phyllis,PL,15,2,11,17,8,286,0.027972028
Phyllis,PL,15,2,12,18,3,385,0.007792208
Phyllis,PL,15,2,13,19,0,299,0
Phyllis,PL,15,2,14,20,2,324,0.00617284
Phyllis,PL,15,2,15,21,9,298,0.030201342
Phyllis,PL,15,2,16,22,5,203,0.024630542
Phyllis,PL,15,2,17,23,8,252,0.031746032
Phyllis,PL,15,2,18,24,1,245,0.004081633
Phyllis,PL,15,2,19,25,2,262,0.007633588
Phyllis,PL,15,2,20,26,7,277,0.025270758
Phyllis,PL,15,2,21,27,15,286,0.052447552
Phyllis,PL,15,2,22,28,8,367,0.021798365
Phyllis,PL,15,3,1,29,3,171,0.01754386
Phyllis,PL,15,3,2,30,2,288,0.006944444
Phyllis,PL,15,3,3,31,5,275,0.018181818
Phyllis,PL,15,3,4,32,3,290,0.010344828
Phyllis,PL,15,3,5,33,2,292,0.006849315
Phyllis,PL,15,3,6,34,2,237,0.008438819
Phyllis,PL,15,3,7,35,8,240,0.033333333
Phyllis,PL,15,3,8,36,8,514,0.015564202
Phyllis,PL,15,3,9,37,1,165,0.006060606
Phyllis,PL,15,3,10,38,15,468,0.032051282
Phyllis,PL,15,3,11,39,5,303,0.01650165
Phyllis,PL,15,3,12,40,10,228,0.043859649
Phyllis,PL,15,3,13,41,3,190,0.015789474
Phyllis,PL,15,3,14,42,0,188,0
Phyllis,PL,15,3,15,43,15,152,0.098684211
Phyllis,PL,15,3,16,44,0,220,0
Phyllis,PL,15,3,17,45,0,283,0
Phyllis,PL,15,3,18,46,4,339,0.01179941
Phyllis,PL,15,3,19,47,3,360,0.008333333
Phyllis,PL,15,3,20,48,1,345,0.002898551
Phyllis,PL,15,3,21,49,12,306,0.039215686
Phyllis,PL,15,3,22,50,5,339,0.014749263
Phyllis,PL,15,3,23,51,5,449,0.011135857
Phyllis,PL,15,4,1,52,9,540,0.016666667
Phyllis,PL,15,4,2,53,13,585,0.022222222
Phyllis,PL,15,4,3,54,9,552,0.016304348
Phyllis,PL,15,4,4,55,3,505,0.005940594
Phyllis,PL,15,4,5,56,7,258,0.027131783
Phyllis,PL,15,4,6,57,2,294,0.006802721
Phyllis,PL,15,4,7,58,4,273,0.014652015
Phyllis,PL,15,4,8,59,3,251,0.011952191
Phyllis,PL,15,4,9,60,1,316,0.003164557
Phyllis,PL,15,4,10,61,9,254,0.035433071
Phyllis,PL,15,4,11,62,5,335,0.014925373
Phyllis,PL,15,4,12,63,9,308,0.029220779
Phyllis,PL,15,4,13,64,2,191,0.010471204
Phyllis,PL,15,4,14,65,23,607,0.037891269
Phyllis,PL,15,5,1,66,16,551,0.029038113
Phyllis,PL,15,5,2,67,6,256,0.0234375
Phyllis,PL,15,5,3,68,7,311,0.022508039
Phyllis,PL,15,5,4,69,24,290,0.082758621
Phyllis,PL,15,5,5,70,5,430,0.011627907
Phyllis,PL,15,5,6,71,5,400,0.0125
Phyllis,PL,15,5,7,72,2,287,0.006968641
Phyllis,PL,15,5,8,73,3,262,0.011450382
Phyllis,PL,15,5,9,74,2,304,0.006578947
Phyllis,PL,15,5,10,75,19,234,0.081196581
Phyllis,PL,15,5,11,76,3,281,0.010676157
Phyllis,PL,15,5,12,77,4,223,0.01793722
Phyllis,PL,15,5,13,78,12,374,0.032085561
Phyllis,PL,15,5,14,79,3,200,0.015
Phyllis,PL,15,5,15,80,1,236,0.004237288
Phyllis,PL,15,5,16,81,11,250,0.044
Phyllis,PL,15,5,17,82,0,282,0
Phyllis,PL,15,5,18,83,3,206,0.014563107
Phyllis,PL,15,5,19,84,3,231,0.012987013
Phyllis,PL,15,5,20,85,2,244,0.008196721
Phyllis,PL,15,5,21,86,1,232,0.004310345
Phyllis,PL,15,5,22,87,5,274,0.018248175
Phyllis,PL,15,5,23,88,1,199,0.005025126
Phyllis,PL,15,5,24,89,13,319,0.040752351
Phyllis,PL,15,5,25,90,27,276,0.097826087
Phyllis,PL,15,5,26,91,4,218,0.018348624
Phyllis,PL,15,6,1,92,7,313,0.022364217
Phyllis,PL,15,6,2,93,2,231,0.008658009
Phyllis,PL,15,6,3,94,13,297,0.043771044
Phyllis,PL,15,6,4,95,3,481,0.006237006
Phyllis,PL,15,6,5,96,1,306,0.003267974
Phyllis,PL,15,6,6,97,2,314,0.006369427
Phyllis,PL,15,6,7,98,9,305,0.029508197
Phyllis,PL,15,6,8,99,2,328,0.006097561
Phyllis,PL,15,6,9,100,5,239,0.020920502
Phyllis,PL,15,6,10,101,7,218,0.032110092
Phyllis,PL,15,6,11,102,4,224,0.017857143
Phyllis,PL,15,6,12,103,27,302,0.089403974
Phyllis,PL,15,6,13,104,0,91,0
Phyllis,PL,15,6,14,105,1,195,0.005128205
Phyllis,PL,15,6,15,106,4,249,0.016064257
Phyllis,PL,15,6,16,107,6,574,0.010452962
Phyllis,PL,15,6,17,108,1,202,0.004950495
Phyllis,PL,15,6,18,109,18,280,0.064285714
Phyllis,PL,15,6,19,110,6,295,0.020338983
Phyllis,PL,15,6,20,111,3,260,0.011538462
Phyllis,PL,15,6,21,112,4,286,0.013986014
Phyllis,PL,15,6,22,113,0,267,0
Phyllis,PL,15,6,23,114,8,297,0.026936027
Phyllis,PL,15,6,24,115,5,184,0.027173913
Phyllis,PL,15,7,1,116,7,211,0.033175355
Phyllis,PL,15,7,2,117,3,252,0.011904762
Phyllis,PL,15,7,3,118,4,203,0.019704433
Phyllis,PL,15,7,4,119,5,274,0.018248175
Phyllis,PL,15,7,5,120,8,341,0.023460411
Phyllis,PL,15,7,6,121,5,250,0.02
Phyllis,PL,15,7,7,122,5,236,0.021186441
Phyllis,PL,15,7,8,123,12,268,0.044776119
Phyllis,PL,15,7,9,124,1,273,0.003663004
Phyllis,PL,15,7,10,125,3,289,0.010380623
Phyllis,PL,15,7,11,126,13,552,0.023550725
Phyllis,PL,15,7,12,127,9,307,0.029315961
Phyllis,PL,15,7,13,128,4,249,0.016064257
Phyllis,PL,15,7,14,129,10,282,0.035460993
Phyllis,PL,15,7,15,130,3,350,0.008571429
Phyllis,PL,15,7,16,131,0,70,0
Phyllis,PL,15,7,17,132,1,271,0.003690037
Phyllis,PL,15,7,18,133,3,288,0.010416667
Phyllis,PL,15,7,19,134,2,160,0.0125
Phyllis,PL,15,7,20,135,3,195,0.015384615
Phyllis,PL,15,7,21,136,18,298,0.060402685
Phyllis,PL,15,7,22,137,4,166,0.024096386
Phyllis,PL,15,7,23,138,5,239,0.020920502
Phyllis,PL,15,7,24,139,20,435,0.045977011
Phyllis,PL,15,8,1,140,11,270,0.040740741
Phyllis,PL,15,8,2,141,8,306,0.026143791
Phyllis,PL,15,8,3,142,7,308,0.022727273
